onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,source,min_education
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Public Safety,Vocational,R,S,"Monitoring, Speaking, Social Perceptiveness, Service Orientation, Active Listening, Learning Strategies",onet,Bachelor's or equivalent
27-4015.00,Lighting Technicians,Creative Arts,Arts,R,C,,onet,Bachelor's or equivalent
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Troubleshooting, Active Listening, Coordination, Critical Thinking",onet,Bachelor's or equivalent
43-4131.00,Loan Interviewers and Clerks,Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
13-2072.00,Loan Officers,Finance,Commerce,C,E,"Active Listening, Speaking, Judgment and Decision Making, Reading Comprehension, Critical Thinking, Writing",onet,Bachelor's or equivalent
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Personal Services,Vocational,C,R,"Speaking, Active Listening, Service Orientation, Social Perceptiveness",onet,Bachelor's or equivalent
49-9094.00,Locksmiths and Safe Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Critical Thinking, Time Management, Active Listening, Quality Control Analysis, Service Orientation",onet,Bachelor's or equivalent
53-4011.00,Locomotive Engineers,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Monitoring, Speaking",onet,Bachelor's or equivalent
11-9081.00,Lodging Managers,Management,Commerce,E,C,"Active Listening, Service Orientation, Management of Personnel Resources, Social Perceptiveness, Speaking, Coordination",onet,Bachelor's or equivalent
45-4022.00,Logging Equipment Operators,Agriculture,Science,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Active Listening, Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
13-1081.00,Logisticians,Finance,Commerce,C,E,"Critical Thinking, Active Listening, Coordination, Monitoring, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
13-1081.02,Logistics Analysts,Finance,Commerce,C,E,"Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Monitoring, Speaking",onet,Bachelor's or equivalent
13-1081.01,Logistics Engineers,Finance,Commerce,C,I,"Systems Analysis, Complex Problem Solving, Systems Evaluation, Writing, Active Learning, Active Listening",onet,Bachelor's or equivalent
11-9199.08,Loss Prevention Managers,Management,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Complex Problem Solving, Critical Thinking, Instructing",onet,Bachelor's or equivalent
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Healthcare,Science,S,R,"Active Listening, Learning Strategies, Speaking, Instructing, Reading Comprehension, Service Orientation",onet,Bachelor's or equivalent
53-7063.00,Machine Feeders and Offbearers,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Monitoring",onet,Bachelor's or equivalent
51-4041.00,Machinists,Manufacturing,Vocational,R,C,"Operation and Control, Critical Thinking, Monitoring, Operations Monitoring, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
29-2035.00,Magnetic Resonance Imaging Technologists,Healthcare,Science,R,C,"Reading Comprehension, Active Listening, Monitoring, Operations Monitoring, Speaking, Critical Thinking",onet,Bachelor's or equivalent
49-9071.00,"Maintenance and Repair Workers, General",Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Repairing, Troubleshooting, Critical Thinking, Active Learning, Complex Problem Solving",onet,Bachelor's or equivalent
49-9043.00,"Maintenance Workers, Machinery",Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Operations Monitoring, Repairing, Troubleshooting, Operation and Control, Quality Control Analysis",onet,Bachelor's or equivalent
39-5091.00,"Makeup Artists, Theatrical and Performance",Personal Services,Vocational,A,R,"Speaking, Reading Comprehension, Active Listening, Critical Thinking, Judgment and Decision Making, Active Learning",onet,Bachelor's or equivalent
13-1111.00,Management Analysts,Finance,Commerce,C,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
39-5092.00,Manicurists and Pedicurists,Personal Services,Vocational,R,C,"Active Listening, Service Orientation, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
49-9095.00,Manufactured Building and Mobile Home Installers,Maintenance & Repair,Vocational,R,C,"Critical Thinking, Operation and Control, Quality Control Analysis, Operations Monitoring, Coordination, Judgment and Decision Making",onet,Bachelor's or equivalent
17-2112.03,Manufacturing Engineers,Engineering,Science,R,I,"Complex Problem Solving, Mathematics, Reading Comprehension, Active Listening, Judgment and Decision Making, Monitoring",onet,Bachelor's or equivalent
17-2121.00,Marine Engineers and Naval Architects,Engineering,Science,R,I,"Complex Problem Solving, Critical Thinking, Reading Comprehension, Active Listening, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
13-1161.00,Market Research Analysts and Marketing Specialists,Finance,Commerce,E,C,"Critical Thinking, Reading Comprehension, Writing, Active Listening, Complex Problem Solving, Speaking",onet,Bachelor's or equivalent
11-2021.00,Marketing Managers,Management,Commerce,E,C,"Active Learning, Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
21-1013.00,Marriage and Family Therapists,Social Service,Arts,S,I,"Active Listening, Social Perceptiveness, Speaking, Complex Problem Solving, Judgment and Decision Making, Reading Comprehension",onet,Bachelor's or equivalent
31-9011.00,Massage Therapists,Healthcare,Science,S,R,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Judgment and Decision Making, Active Learning",onet,Bachelor's or equivalent
17-2131.00,Materials Engineers,Engineering,Science,R,I,"Active Listening, Complex Problem Solving, Reading Comprehension, Science, Critical Thinking, Mathematics",onet,Bachelor's or equivalent
19-2032.00,Materials Scientists,Research & Science,Science,I,R,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Science, Writing",onet,Bachelor's or equivalent
25-1022.00,"Mathematical Science Teachers, Postsecondary",Education,Arts,S,I,"Mathematics, Speaking, Active Listening, Instructing, Reading Comprehension, Critical Thinking",onet,Bachelor's or equivalent
15-2021.00,Mathematicians,Technology,Science,I,C,"Mathematics, Critical Thinking, Active Learning, Complex Problem Solving, Reading Comprehension, Judgment and Decision Making",onet,Bachelor's or equivalent
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring, Speaking",onet,Bachelor's or equivalent
49-9011.00,Mechanical Door Repairers,Maintenance & Repair,Vocational,R,C,"Critical Thinking, Quality Control Analysis, Active Listening, Installation, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
17-3013.00,Mechanical Drafters,Engineering,Science,R,C,"Active Learning, Active Listening, Critical Thinking, Mathematics, Reading Comprehension, Complex Problem Solving",onet,Bachelor's or equivalent
17-3027.00,Mechanical Engineering Technologists and Technicians,Engineering,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Speaking, Operations Monitoring",onet,Bachelor's or equivalent
17-2141.00,Mechanical Engineers,Engineering,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making, Mathematics",onet,Bachelor's or equivalent
17-2199.05,Mechatronics Engineers,Engineering,Science,R,I,"Complex Problem Solving, Judgment and Decision Making, Critical Thinking, Reading Comprehension, Writing, Active Listening",onet,Bachelor's or equivalent
27-2012.03,Media Programming Directors,Creative Arts,Arts,E,C,"Speaking, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Coordination, Time Management",onet,Bachelor's or equivalent
27-2012.05,Media Technical Directors/Managers,Creative Arts,Arts,E,C,"Active Listening, Coordination, Monitoring, Speaking, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
29-2012.00,Medical and Clinical Laboratory Technicians,Healthcare,Science,R,I,"Active Listening, Reading Comprehension, Critical Thinking, Speaking, Science, Complex Problem Solving",onet,Bachelor's or equivalent
29-2011.00,Medical and Clinical Laboratory Technologists,Healthcare,Science,I,R,"Critical Thinking, Science, Active Listening, Quality Control Analysis, Reading Comprehension, Operations Monitoring",onet,Bachelor's or equivalent
11-9111.00,Medical and Health Services Managers,Management,Commerce,E,C,"Critical Thinking, Speaking, Active Listening, Complex Problem Solving, Judgment and Decision Making, Management of Personnel Resources",onet,Bachelor's or equivalent
51-9082.00,Medical Appliance Technicians,Manufacturing,Vocational,R,I,"Active Listening, Critical Thinking, Quality Control Analysis, Reading Comprehension, Speaking, Troubleshooting",onet,Bachelor's or equivalent
31-9092.00,Medical Assistants,Healthcare,Science,C,S,"Social Perceptiveness, Active Listening, Speaking, Reading Comprehension, Critical Thinking, Coordination",onet,Bachelor's or equivalent
29-2036.00,Medical Dosimetrists,Healthcare,Science,I,C,"Critical Thinking, Active Listening, Reading Comprehension, Speaking, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
31-9093.00,Medical Equipment Preparers,Healthcare,Science,R,C,"Critical Thinking, Monitoring, Quality Control Analysis, Active Listening, Operations Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
49-9062.00,Medical Equipment Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Troubleshooting, Operations Monitoring, Quality Control Analysis, Critical Thinking",onet,Bachelor's or equivalent
29-2072.00,Medical Records Specialists,Healthcare,Science,C,I,,onet,Bachelor's or equivalent
19-1042.00,"Medical Scientists, Except Epidemiologists",Research & Science,Science,I,R,"Writing, Active Learning, Science, Speaking, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
43-6013.00,Medical Secretaries and Administrative Assistants,Administration,Commerce,C,S,"Speaking, Active Listening, Service Orientation, Reading Comprehension, Complex Problem Solving, Coordination",onet,Bachelor's or equivalent
31-9094.00,Medical Transcriptionists,Healthcare,Science,C,S,"Active Listening, Reading Comprehension, Writing, Monitoring, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
13-1121.00,"Meeting, Convention, and Event Planners",Finance,Commerce,E,C,"Active Listening, Reading Comprehension, Speaking, Coordination, Critical Thinking, Service Orientation",onet,Bachelor's or equivalent
21-1023.00,Mental Health and Substance Abuse Social Workers,Social Service,Arts,S,I,"Social Perceptiveness, Active Listening, Speaking, Critical Thinking, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
21-1014.00,Mental Health Counselors,Social Service,Arts,S,I,"Active Listening, Social Perceptiveness, Speaking, Reading Comprehension, Writing, Critical Thinking",onet,Bachelor's or equivalent
27-1026.00,Merchandise Displayers and Window Trimmers,Creative Arts,Arts,A,R,"Active Listening, Critical Thinking, Speaking, Judgment and Decision Making, Coordination, Reading Comprehension",onet,Bachelor's or equivalent
51-4051.00,Metal-Refining Furnace Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Active Listening, Complex Problem Solving, Critical Thinking",onet,Bachelor's or equivalent
43-5041.00,"Meter Readers, Utilities",Administration,Commerce,C,R,"Active Listening, Critical Thinking, Reading Comprehension, Service Orientation, Speaking, Time Management",onet,Bachelor's or equivalent
19-1022.00,Microbiologists,Research & Science,Science,I,R,"Science, Reading Comprehension, Critical Thinking, Writing, Active Learning, Active Listening",onet,Bachelor's or equivalent
17-2199.06,Microsystems Engineers,Engineering,Science,I,R,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Systems Analysis, Writing",onet,Bachelor's or equivalent
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Education,Arts,S,A,"Instructing, Learning Strategies, Speaking, Active Listening, Active Learning, Monitoring",onet,Bachelor's or equivalent
29-9099.01,Midwives,Healthcare,Science,S,R,"Social Perceptiveness, Critical Thinking, Monitoring, Active Listening, Judgment and Decision Making, Service Orientation",onet,Bachelor's or equivalent
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Monitoring, Active Listening",onet,Bachelor's or equivalent
49-9044.00,Millwrights,Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Installation, Troubleshooting, Critical Thinking, Operations Monitoring, Repairing",onet,Bachelor's or equivalent
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Engineering,Science,R,I,"Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking, Writing",onet,Bachelor's or equivalent
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Equipment Maintenance, Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Equipment Maintenance, Operations Monitoring, Operation and Control, Equipment Selection",onet,Bachelor's or equivalent
51-4061.00,"Model Makers, Metal and Plastic",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Quality Control Analysis, Monitoring, Equipment Selection",onet,Bachelor's or equivalent
51-7031.00,"Model Makers, Wood",Manufacturing,Vocational,R,C,"Monitoring, Operations Monitoring, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Manufacturing,Vocational,R,C,Operation and Control,onet,Bachelor's or equivalent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Monitoring, Operation and Control, Reading Comprehension, Critical Thinking",onet,Bachelor's or equivalent
19-1029.02,Molecular and Cellular Biologists,Research & Science,Science,I,C,"Science, Reading Comprehension, Writing, Critical Thinking, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Personal Services,Vocational,C,E,"Active Listening, Social Perceptiveness, Service Orientation, Coordination, Speaking, Time Management",onet,Bachelor's or equivalent
49-3051.00,Motorboat Mechanics and Service Technicians,Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Troubleshooting, Operation and Control, Operations Monitoring, Critical Thinking",onet,Bachelor's or equivalent
53-5022.00,Motorboat Operators,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Monitoring, Speaking, Judgment and Decision Making",onet,Bachelor's or equivalent
49-3052.00,Motorcycle Mechanics,Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Equipment Maintenance, Active Learning, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Quality Control Analysis, Equipment Maintenance, Judgment and Decision Making, Monitoring, Operation and Control",onet,Bachelor's or equivalent
25-4013.00,Museum Technicians and Conservators,Education,Arts,R,C,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
27-2041.00,Music Directors and Composers,Creative Arts,Arts,A,E,"Active Listening, Speaking, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Active Learning",onet,Bachelor's or equivalent
29-1129.02,Music Therapists,Healthcare,Science,S,A,"Social Perceptiveness, Active Listening, Critical Thinking, Reading Comprehension, Service Orientation, Speaking",onet,Bachelor's or equivalent
49-9063.00,Musical Instrument Repairers and Tuners,Maintenance & Repair,Vocational,R,C,"Quality Control Analysis, Repairing, Troubleshooting, Critical Thinking, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
27-2042.00,Musicians and Singers,Creative Arts,Arts,A,E,"Speaking, Active Listening, Monitoring, Reading Comprehension, Social Perceptiveness, Coordination",onet,Bachelor's or equivalent
39-9011.01,Nannies,Personal Services,Vocational,S,I,"Active Listening, Monitoring, Social Perceptiveness, Service Orientation, Speaking, Critical Thinking",onet,Bachelor's or equivalent
17-2199.09,Nanosystems Engineers,Engineering,Science,I,R,"Critical Thinking, Reading Comprehension, Science, Speaking, Active Learning, Active Listening",onet,Bachelor's or equivalent
17-3026.01,Nanotechnology Engineering Technologists and Technicians,Engineering,Science,R,I,"Reading Comprehension, Critical Thinking, Writing, Active Listening, Complex Problem Solving, Science",onet,Bachelor's or equivalent
11-9121.00,Natural Sciences Managers,Management,Commerce,I,E,"Science, Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Complex Problem Solving",onet,Bachelor's or equivalent
29-1299.01,Naturopathic Physicians,Healthcare,Science,I,S,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Judgment and Decision Making, Social Perceptiveness",onet,Bachelor's or equivalent
15-1244.00,Network and Computer Systems Administrators,Technology,Science,C,R,"Critical Thinking, Judgment and Decision Making, Reading Comprehension, Systems Analysis, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
29-2099.01,Neurodiagnostic Technologists,Healthcare,Science,I,R,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Monitoring, Writing",onet,Bachelor's or equivalent
29-1217.00,Neurologists,Healthcare,Science,I,S,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
19-3039.02,Neuropsychologists,Research & Science,Science,I,S,"Active Listening, Reading Comprehension, Writing, Critical Thinking, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
43-4141.00,New Accounts Clerks,Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Service Orientation, Social Perceptiveness, Coordination",onet,Bachelor's or equivalent
27-3023.00,"News Analysts, Reporters, and Journalists",Creative Arts,Arts,A,I,"Speaking, Reading Comprehension, Writing, Active Listening, Social Perceptiveness, Time Management",onet,Bachelor's or equivalent
17-3029.01,Non-Destructive Testing Specialists,Engineering,Science,R,I,"Quality Control Analysis, Reading Comprehension, Active Listening, Critical Thinking, Monitoring, Active Learning",onet,Bachelor's or equivalent
17-2161.00,Nuclear Engineers,Engineering,Science,I,R,"Critical Thinking, Science, Active Listening, Complex Problem Solving, Judgment and Decision Making, Mathematics",onet,Bachelor's or equivalent
29-2033.00,Nuclear Medicine Technologists,Healthcare,Science,R,I,"Critical Thinking, Active Listening, Speaking, Monitoring, Reading Comprehension, Writing",onet,Bachelor's or equivalent
19-4051.02,Nuclear Monitoring Technicians,Research & Science,Science,R,C,"Active Listening, Critical Thinking, Monitoring, Operations Monitoring, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
51-8011.00,Nuclear Power Reactor Operators,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Reading Comprehension, Active Listening, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
19-4051.00,Nuclear Technicians,Research & Science,Science,R,C,"Operations Monitoring, Monitoring, Active Listening, Critical Thinking, Reading Comprehension, Quality Control Analysis",onet,Bachelor's or equivalent
29-1161.00,Nurse Midwives,Healthcare,Science,S,I,"Active Listening, Critical Thinking, Social Perceptiveness, Speaking, Active Learning, Monitoring",onet,Bachelor's or equivalent
31-1131.00,Nursing Assistants,Healthcare,Science,S,R,"Service Orientation, Active Listening, Social Perceptiveness, Monitoring, Coordination, Critical Thinking",onet,Bachelor's or equivalent
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Learning Strategies, Speaking, Active Listening, Reading Comprehension, Writing",onet,Bachelor's or equivalent
29-1218.00,Obstetricians and Gynecologists,Healthcare,Science,I,S,"Critical Thinking, Reading Comprehension, Active Learning, Active Listening, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
19-5011.00,Occupational Health and Safety Specialists,Research & Science,Science,I,C,"Active Listening, Reading Comprehension, Speaking, Writing, Complex Problem Solving, Critical Thinking",onet,Bachelor's or equivalent
19-5012.00,Occupational Health and Safety Technicians,Research & Science,Science,C,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
29-1122.00,Occupational Therapists,Healthcare,Science,S,I,"Active Listening, Monitoring, Service Orientation, Critical Thinking, Instructing, Judgment and Decision Making",onet,Bachelor's or equivalent
31-2012.00,Occupational Therapy Aides,Healthcare,Science,S,R,"Service Orientation, Social Perceptiveness, Speaking, Active Listening, Coordination, Critical Thinking",onet,Bachelor's or equivalent
31-2011.00,Occupational Therapy Assistants,Healthcare,Science,S,C,"Active Listening, Service Orientation, Social Perceptiveness, Speaking, Reading Comprehension, Time Management",onet,Bachelor's or equivalent
43-9061.00,"Office Clerks, General",Administration,Commerce,C,I,"Active Listening, Reading Comprehension, Speaking, Writing, Coordination, Critical Thinking",onet,Bachelor's or equivalent
43-9071.00,"Office Machine Operators, Except Computer",Administration,Commerce,C,R,"Operation and Control, Operations Monitoring, Reading Comprehension, Active Listening, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
13-1199.06,Online Merchants,Finance,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Persuasion, Service Orientation",onet,Bachelor's or equivalent
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Construction,Vocational,R,C,"Operation and Control, Equipment Maintenance, Operations Monitoring, Monitoring, Active Listening, Time Management",onet,Bachelor's or equivalent
15-2031.00,Operations Research Analysts,Technology,Science,I,C,"Mathematics, Complex Problem Solving, Active Listening, Critical Thinking, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
51-9083.00,Ophthalmic Laboratory Technicians,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Time Management, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
29-2057.00,Ophthalmic Medical Technicians,Healthcare,Science,R,I,"Active Listening, Speaking, Reading Comprehension, Service Orientation, Social Perceptiveness, Writing",onet,Bachelor's or equivalent
29-2099.05,Ophthalmic Medical Technologists,Healthcare,Science,R,C,"Active Listening, Speaking, Social Perceptiveness, Service Orientation, Critical Thinking, Coordination",onet,Bachelor's or equivalent
29-1241.00,"Ophthalmologists, Except Pediatric",Healthcare,Science,I,S,"Critical Thinking, Reading Comprehension, Active Listening, Active Learning, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
29-2081.00,"Opticians, Dispensing",Healthcare,Science,C,R,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Service Orientation, Coordination",onet,Bachelor's or equivalent
29-1041.00,Optometrists,Healthcare,Science,I,S,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Social Perceptiveness",onet,Bachelor's or equivalent
29-1022.00,Oral and Maxillofacial Surgeons,Healthcare,Science,I,R,"Complex Problem Solving, Judgment and Decision Making, Critical Thinking, Reading Comprehension, Active Learning, Active Listening",onet,Bachelor's or equivalent
43-4151.00,Order Clerks,Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Service Orientation, Critical Thinking, Judgment and Decision Making",onet,Bachelor's or equivalent
31-1132.00,Orderlies,Healthcare,Science,R,C,"Service Orientation, Social Perceptiveness, Active Listening, Speaking",onet,Bachelor's or equivalent
29-1023.00,Orthodontists,Healthcare,Science,I,R,"Active Listening, Complex Problem Solving, Critical Thinking, Monitoring, Speaking, Coordination",onet,Bachelor's or equivalent
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Healthcare,Science,I,R,,onet,Bachelor's or equivalent
29-1299.02,Orthoptists,Healthcare,Science,I,R,"Active Listening, Critical Thinking, Speaking, Social Perceptiveness, Reading Comprehension, Science",onet,Bachelor's or equivalent
29-2091.00,Orthotists and Prosthetists,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Active Learning",onet,Bachelor's or equivalent
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Repairing, Troubleshooting, Operations Monitoring, Critical Thinking, Equipment Selection",onet,Bachelor's or equivalent
51-9111.00,Packaging and Filling Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Active Listening, Coordination, Operation and Control",onet,Bachelor's or equivalent
47-2141.00,"Painters, Construction and Maintenance",Construction,Vocational,R,C,"Active Listening, Critical Thinking, Time Management",onet,Bachelor's or equivalent
51-9123.00,"Painting, Coating, and Decorating Workers",Manufacturing,Vocational,R,A,,onet,Bachelor's or equivalent
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Active Listening, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
47-2142.00,Paperhangers,Construction,Vocational,R,C,"Active Listening, Coordination, Speaking",onet,Bachelor's or equivalent
23-2011.00,Paralegals and Legal Assistants,Legal Services,Commerce,C,I,"Writing, Active Listening, Reading Comprehension, Speaking, Critical Thinking, Active Learning",onet,Bachelor's or equivalent
29-2043.00,Paramedics,Healthcare,Science,S,R,,onet,Bachelor's or equivalent
19-1031.03,Park Naturalists,Research & Science,Science,S,R,"Speaking, Active Listening, Reading Comprehension, Social Perceptiveness, Writing, Critical Thinking",onet,Bachelor's or equivalent
33-3041.00,Parking Enforcement Workers,Public Safety,Vocational,R,C,"Monitoring, Speaking, Active Listening, Critical Thinking, Social Perceptiveness, Coordination",onet,Bachelor's or equivalent
41-2022.00,Parts Salespersons,Sales,Commerce,R,C,"Active Listening, Speaking, Persuasion, Reading Comprehension, Service Orientation, Social Perceptiveness",onet,Bachelor's or equivalent
53-6061.00,Passenger Attendants,Logistics & Transport,Vocational,C,S,"Service Orientation, Active Listening, Social Perceptiveness, Speaking, Monitoring, Coordination",onet,Bachelor's or equivalent
29-2099.08,Patient Representatives,Healthcare,Science,S,I,"Active Listening, Service Orientation, Social Perceptiveness, Coordination, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
51-4062.00,"Patternmakers, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Quality Control Analysis, Active Listening, Complex Problem Solving, Critical Thinking",onet,Bachelor's or equivalent
51-7032.00,"Patternmakers, Wood",Manufacturing,Vocational,R,A,"Complex Problem Solving, Monitoring, Operation and Control, Operations Monitoring, Reading Comprehension, Active Listening",onet,Bachelor's or equivalent
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Construction,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Coordination, Critical Thinking, Repairing",onet,Bachelor's or equivalent
43-3051.00,Payroll and Timekeeping Clerks,Administration,Commerce,C,E,"Reading Comprehension, Active Listening, Mathematics, Critical Thinking, Speaking, Writing",onet,Bachelor's or equivalent
29-1243.00,Pediatric Surgeons,Healthcare,Science,I,S,,onet,Bachelor's or equivalent
29-1221.00,"Pediatricians, General",Healthcare,Science,S,I,"Critical Thinking, Judgment and Decision Making, Speaking, Active Listening, Reading Comprehension, Active Learning",onet,Bachelor's or equivalent
15-1299.04,Penetration Testers,Technology,Science,I,C,,onet,Bachelor's or equivalent
31-1122.00,Personal Care Aides,Healthcare,Science,S,C,"Service Orientation, Social Perceptiveness, Active Listening, Critical Thinking, Monitoring, Coordination",onet,Bachelor's or equivalent
13-2052.00,Personal Financial Advisors,Finance,Commerce,E,C,"Active Listening, Reading Comprehension, Speaking, Writing, Critical Thinking, Complex Problem Solving",onet,Bachelor's or equivalent
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Maintenance & Repair,Vocational,R,C,"Active Listening, Critical Thinking, Speaking, Time Management, Complex Problem Solving, Coordination",onet,Bachelor's or equivalent
17-2171.00,Petroleum Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
